from_chain,from_address,from_token,from_token_symbol,from_amount,Decimals,to_chain,to_address,swap_method
arbitrum,0x432244d2e1A877aA7357d156f69557aC201c669F,0x0000000000000000000000000000000000000000,ETH,24528443782929300 ,18,bevm,0x432244d2e1A877aA7357d156f69557aC201c669F,chainxbridge
arbitrum,0x25798d88a75b331A7A587FEf61eC73Fd7360dCc5,0x0000000000000000000000000000000000000000,ETH,8528443782929390 ,18,bevm,0x25798d88a75b331A7A587FEf61eC73Fd7360dCc5,chainxbridge
arbitrum,0xc44B7041d8e4b1e3D54D59843c52aA08fC0FD912,0x0000000000000000000000000000000000000000,ETH,253628256324742000 ,18,bevm,0xc44B7041d8e4b1e3D54D59843c52aA08fC0FD912,chainxbridge
arbitrum,0x3f9409b34a5cAda94D9D95bcF42DD647773d74cc,0x0000000000000000000000000000000000000000,ETH,253428056323870000 ,18,bevm,0x3f9409b34a5cAda94D9D95bcF42DD647773d74cc,chainxbridge
arbitrum,0xcf860ec99F01415C41e518C6092cA90f2BC2275C,0x0000000000000000000000000000000000000000,ETH,132528420618936000 ,18,bevm,0xcf860ec99F01415C41e518C6092cA90f2BC2275C,chainxbridge
arbitrum,0xDE0221D8E20A5c07def388099a65D1a1050eA4d4,0x0000000000000000000000000000000000000000,ETH,230603468807661000 ,18,bevm,0xDE0221D8E20A5c07def388099a65D1a1050eA4d4,chainxbridge
arbitrum,0x534FB2E500a9Ec2EC6CCDE5C92166AD7CB246155,0x0000000000000000000000000000000000000000,ETH,701075258272812000 ,18,bevm,0x534FB2E500a9Ec2EC6CCDE5C92166AD7CB246155,chainxbridge
arbitrum,0x6CfE189A8f6E587D3D2677DC096890d899Ca761F,0x0000000000000000000000000000000000000000,ETH,252126756318205000 ,18,bevm,0x6CfE189A8f6E587D3D2677DC096890d899Ca761F,chainxbridge
arbitrum,0x1057B71547260b033A51236D522071bb003b9969,0x0000000000000000000000000000000000000000,ETH,252927556321691000 ,18,bevm,0x1057B71547260b033A51236D522071bb003b9969,chainxbridge
arbitrum,0xE4212BA9186D01F275648CABEdc9a4EdC29a48B9,0x0000000000000000000000000000000000000000,ETH,51528420618936900 ,18,bevm,0xE4212BA9186D01F275648CABEdc9a4EdC29a48B9,chainxbridge
arbitrum,0x59c46b860872bbF9BdeE1fEd65b85eAEad9B3135,0x0000000000000000000000000000000000000000,ETH,251826456316897000 ,18,bevm,0x59c46b860872bbF9BdeE1fEd65b85eAEad9B3135,chainxbridge
arbitrum,0xF404c4C1d6cC24c0436a39E4D44c93694641E9Ea,0x0000000000000000000000000000000000000000,ETH,62628420618936900 ,18,bevm,0xF404c4C1d6cC24c0436a39E4D44c93694641E9Ea,chainxbridge
arbitrum,0x281588940443B079847632EFF8893C477c71f3BC,0x0000000000000000000000000000000000000000,ETH,249523677923270000 ,18,bevm,0x281588940443B079847632EFF8893C477c71f3BC,chainxbridge
arbitrum,0x3496673058a7DDb3B9833A7e8B196B002f1A85bb,0x0000000000000000000000000000000000000000,ETH,230603464874245000 ,18,bevm,0x3496673058a7DDb3B9833A7e8B196B002f1A85bb,chainxbridge
arbitrum,0x197655b3162D4a00da53d942fC9f54f9994ACCe6,0x0000000000000000000000000000000000000000,ETH,230603464874245000 ,18,bevm,0x197655b3162D4a00da53d942fC9f54f9994ACCe6,chainxbridge
arbitrum,0x76deEa6aC7382c7D3526FafA09C2Db5c8cE353a4,0x0000000000000000000000000000000000000000,ETH,228601515570879000 ,18,bevm,0x76deEa6aC7382c7D3526FafA09C2Db5c8cE353a4,chainxbridge
arbitrum,0x982decA1cdbA40735530938E36605956cDB1BE60,0x0000000000000000000000000000000000000000,ETH,230603515601182000 ,18,bevm,0x982decA1cdbA40735530938E36605956cDB1BE60,chainxbridge
arbitrum,0x964207E86aD767DA70227fa5C307E0CCc7CE3Dd0,0x0000000000000000000000000000000000000000,ETH,473046967040404000 ,18,bevm,0x964207E86aD767DA70227fa5C307E0CCc7CE3Dd0,chainxbridge
arbitrum,0x4F800E08D9de65E4387063545228A4682618c7d1,0x0000000000000000000000000000000000000000,ETH,44127730433256700 ,18,bevm,0x4F800E08D9de65E4387063545228A4682618c7d1,chainxbridge
optimism,0x392385e84D52393a429501e114F6b879640f22Ed,0x0000000000000000000000000000000000000000,ETH,10526235676214900 ,18,bevm,0x392385e84D52393a429501e114F6b879640f22Ed,chainxbridge
arbitrum,0xd893d133b4231DfF10C13B1955d01D5fC3067D14,0x0000000000000000000000000000000000000000,ETH,228601606318953000 ,18,bevm,0xd893d133b4231DfF10C13B1955d01D5fC3067D14,chainxbridge
arbitrum,0x305F784613C53f408D749107f6b8546Dcbc57437,0x0000000000000000000000000000000000000000,ETH,230603515601182000 ,18,bevm,0x305F784613C53f408D749107f6b8546Dcbc57437,chainxbridge
optimism,0xf980bB10341b80b11E5f774a8e2495F38783b75a,0x0000000000000000000000000000000000000000,ETH,3025966041367720 ,18,bevm,0xf980bB10341b80b11E5f774a8e2495F38783b75a,chainxbridge
arbitrum,0xd36c553992f9f45227e71311f8d43B7A90D9d30e,0x0000000000000000000000000000000000000000,ETH,230603689342492000 ,18,bevm,0xd36c553992f9f45227e71311f8d43B7A90D9d30e,chainxbridge
arbitrum,0xE4C5D246CC9F7A0F7aa298D483aE910Ffb7FD889,0x0000000000000000000000000000000000000000,ETH,89528491897828800 ,18,bevm,0xE4C5D246CC9F7A0F7aa298D483aE910Ffb7FD889,chainxbridge
arbitrum,0x5bb6CdB5bb2B3889EB8a8A928fA8359a9dAF71DC,0x0000000000000000000000000000000000000000,ETH,30528491897828800 ,18,bevm,0x5bb6CdB5bb2B3889EB8a8A928fA8359a9dAF71DC,chainxbridge
arbitrum,0x13798AA0D377A0adF8C01EA7b7e316c747e89c9e,0x0000000000000000000000000000000000000000,ETH,89528760671209900 ,18,bevm,0x13798AA0D377A0adF8C01EA7b7e316c747e89c9e,chainxbridge
arbitrum,0x01038502Cc4B00d71A72707c07D5A777ff183F30,0x0000000000000000000000000000000000000000,ETH,435810394251929000 ,18,bevm,0x01038502Cc4B00d71A72707c07D5A777ff183F30,chainxbridge
arbitrum,0xc3bfa2054596d433F96207D8649E8DA46765DF62,0x0000000000000000000000000000000000000000,ETH,228601644286062000 ,18,bevm,0xc3bfa2054596d433F96207D8649E8DA46765DF62,chainxbridge
arbitrum,0x7Ce7428d0Bb32eC8CE58150AAE7581f5109b3220,0x0000000000000000000000000000000000000000,ETH,230603644325117000 ,18,bevm,0x7Ce7428d0Bb32eC8CE58150AAE7581f5109b3220,chainxbridge
arbitrum,0x034491db2f24F42e15ba067bFc2045755aB714A3,0x0000000000000000000000000000000000000000,ETH,230603659503045000 ,18,bevm,0x034491db2f24F42e15ba067bFc2045755aB714A3,chainxbridge
arbitrum,0x7Dc08983A34445Dde0753CE227c475A1666b0ef4,0x0000000000000000000000000000000000000000,ETH,230603644325117000 ,18,bevm,0x7Dc08983A34445Dde0753CE227c475A1666b0ef4,chainxbridge
arbitrum,0xFBd5b6186E874D5FdEd83d2354343AdEc87B3874,0x0000000000000000000000000000000000000000,ETH,230603644325117000 ,18,bevm,0xFBd5b6186E874D5FdEd83d2354343AdEc87B3874,chainxbridge
arbitrum,0x834BF3d42d1bd8d2a41CeE5097780fd169a06bB4,0x0000000000000000000000000000000000000000,ETH,230603644325117000 ,18,bevm,0x834BF3d42d1bd8d2a41CeE5097780fd169a06bB4,chainxbridge
arbitrum,0xb3d4c77B80B155DC35D4C800c349Ef4bAdd2da3b,0x0000000000000000000000000000000000000000,ETH,230603556677579000 ,18,bevm,0xb3d4c77B80B155DC35D4C800c349Ef4bAdd2da3b,chainxbridge
arbitrum,0xDE88d146F61463D582262a1Dcdf6eA1323AbA34a,0x0000000000000000000000000000000000000000,ETH,15528721864413400 ,18,bevm,0xDE88d146F61463D582262a1Dcdf6eA1323AbA34a,chainxbridge
arbitrum,0x03E16688195255C54B9c4B47D6AeFad05DE9C3fB,0x0000000000000000000000000000000000000000,ETH,12528721864413400 ,18,bevm,0x03E16688195255C54B9c4B47D6AeFad05DE9C3fB,chainxbridge
arbitrum,0xC9e4aC68F48b58ae95e109Bd9890A737f1a0299c,0x0000000000000000000000000000000000000000,ETH,100528713543183000 ,18,bevm,0xC9e4aC68F48b58ae95e109Bd9890A737f1a0299c,chainxbridge
arbitrum,0xe89ed40a340E7b5BB1eE50918c3d187ECB86Bf4f,0x0000000000000000000000000000000000000000,ETH,5728713543183100 ,18,bevm,0xe89ed40a340E7b5BB1eE50918c3d187ECB86Bf4f,chainxbridge
arbitrum,0x128BB4728CA0b953CFC5E356f4688435eE82061c,0x0000000000000000000000000000000000000000,ETH,60528662344280100 ,18,bevm,0x128BB4728CA0b953CFC5E356f4688435eE82061c,chainxbridge
arbitrum,0x30Fc4aFfAE2b4dd07CBaCEBbca1e247c8505752A,0x0000000000000000000000000000000000000000,ETH,230603380732482000 ,18,bevm,0x30Fc4aFfAE2b4dd07CBaCEBbca1e247c8505752A,chainxbridge
arbitrum,0x2D3cb50048dea5e947Bc95Fe3874b3b727Ad518f,0x0000000000000000000000000000000000000000,ETH,80528875071231900 ,18,bevm,0x2D3cb50048dea5e947Bc95Fe3874b3b727Ad518f,chainxbridge
arbitrum,0xfC3FD45f8D846c1B58B3b45E192A4E024B05A98B,0x0000000000000000000000000000000000000000,ETH,228601347776820000 ,18,bevm,0xfC3FD45f8D846c1B58B3b45E192A4E024B05A98B,chainxbridge
arbitrum,0x8c53b948b092E108E8C69Ac2E520dD5a1d896aE3,0x0000000000000000000000000000000000000000,ETH,230603380732482000 ,18,bevm,0x8c53b948b092E108E8C69Ac2E520dD5a1d896aE3,chainxbridge
arbitrum,0x7cdF1d2E4f530A2858977fB8816E61376A32C219,0x0000000000000000000000000000000000000000,ETH,80528875071231900 ,18,bevm,0x7cdF1d2E4f530A2858977fB8816E61376A32C219,chainxbridge
arbitrum,0x2A76244821D1E1B7067e51488989Bf056647420E,0x0000000000000000000000000000000000000000,ETH,22918875071231900 ,18,bevm,0x2A76244821D1E1B7067e51488989Bf056647420E,chainxbridge
arbitrum,0xd2c706a4A86E0a2Ed3d32149E4dac3E4E795B0fc,0x0000000000000000000000000000000000000000,ETH,228601380702621000 ,18,bevm,0xd2c706a4A86E0a2Ed3d32149E4dac3E4E795B0fc,chainxbridge
arbitrum,0xd814EDD2f81ff812e621660FFd484aA5A5DB5aC7,0x0000000000000000000000000000000000000000,ETH,230603380732482000 ,18,bevm,0xd814EDD2f81ff812e621660FFd484aA5A5DB5aC7,chainxbridge
optimism,0x1F089B716776eE291D6856A28E7c689867309aC5,0x0000000000000000000000000000000000000000,ETH,40529008351547600 ,18,bevm,0x1F089B716776eE291D6856A28E7c689867309aC5,chainxbridge
arbitrum,0x8C33277818B7529Fa428F3097877df8cFE558546,0x0000000000000000000000000000000000000000,ETH,45528875071231900 ,18,bevm,0x8C33277818B7529Fa428F3097877df8cFE558546,chainxbridge
arbitrum,0x3a024C93Baa55d20186977962323334E469698C0,0x0000000000000000000000000000000000000000,ETH,1825135329477040 ,18,bevm,0x3a024C93Baa55d20186977962323334E469698C0,chainxbridge
optimism,0x0Ff402277956b63b4545567cc64339BCC1c14d1B,0x0000000000000000000000000000000000000000,ETH,232607576541889000 ,18,bevm,0x0Ff402277956b63b4545567cc64339BCC1c14d1B,chainxbridge
arbitrum,0x028cC8339CfaDbB0E706981118a5D91A725aDCCB,0x0000000000000000000000000000000000000000,ETH,23528871514484900 ,18,bevm,0x028cC8339CfaDbB0E706981118a5D91A725aDCCB,chainxbridge
arbitrum,0x472a1fA9F7a160B393fc36BEc1736bFA24279F99,0x0000000000000000000000000000000000000000,ETH,300675576869743000 ,18,bevm,0x472a1fA9F7a160B393fc36BEc1736bFA24279F99,chainxbridge
arbitrum,0xDa08418061276f6ed7e3b7ce960aE363A175d897,0x0000000000000000000000000000000000000000,ETH,229604576527425000 ,18,bevm,0xDa08418061276f6ed7e3b7ce960aE363A175d897,chainxbridge
arbitrum,0xD35972D55a9B457eF7c076c28571da2153CC98dC,0x0000000000000000000000000000000000000000,ETH,132529313530504000 ,18,bevm,0xD35972D55a9B457eF7c076c28571da2153CC98dC,chainxbridge
arbitrum,0x73EF9e3D83B5c2Da96Fb2eFf28361722fdfddEe1,0x0000000000000000000000000000000000000000,ETH,240615576580460000 ,18,bevm,0x73EF9e3D83B5c2Da96Fb2eFf28361722fdfddEe1,chainxbridge
arbitrum,0xA4Dbd3Fe65BAd164cdA7daCA7E9eFBCe7830d378,0x0000000000000000000000000000000000000000,ETH,240615576580460000 ,18,bevm,0xA4Dbd3Fe65BAd164cdA7daCA7E9eFBCe7830d378,chainxbridge
arbitrum,0x8D3452eFFAd8bB3778Ed00712755c069a3FE174a,0x0000000000000000000000000000000000000000,ETH,240615548334106000 ,18,bevm,0x8D3452eFFAd8bB3778Ed00712755c069a3FE174a,chainxbridge
arbitrum,0x630176dF43d0A9F144aE27979f81eBa8AD4f1788,0x0000000000000000000000000000000000000000,ETH,150528826931413000 ,18,bevm,0x630176dF43d0A9F144aE27979f81eBa8AD4f1788,chainxbridge
arbitrum,0x5a0ca7ec7e5cA56259fA86741FC142F5B0b7A18B,0x0000000000000000000000000000000000000000,ETH,240615548334106000 ,18,bevm,0x5a0ca7ec7e5cA56259fA86741FC142F5B0b7A18B,chainxbridge
arbitrum,0x84Dd5c1Fe02B9253c4401E4A55d6F8DD0b2540A2,0x0000000000000000000000000000000000000000,ETH,240615548334106000 ,18,bevm,0x84Dd5c1Fe02B9253c4401E4A55d6F8DD0b2540A2,chainxbridge
arbitrum,0x6E233e65ab35EF92EAe34918001C6936458093c3,0x0000000000000000000000000000000000000000,ETH,240615576580460000 ,18,bevm,0x6E233e65ab35EF92EAe34918001C6936458093c3,chainxbridge
arbitrum,0xEB59c4873beD223d7e9ace6754D135b63C8bC4E7,0x0000000000000000000000000000000000000000,ETH,228601380702621000 ,18,bevm,0xEB59c4873beD223d7e9ace6754D135b63C8bC4E7,chainxbridge
arbitrum,0xeA04F85c13480f6C95C39D9f62421FD9EF79BC9A,0x0000000000000000000000000000000000000000,ETH,100528566541612000 ,18,bevm,0xeA04F85c13480f6C95C39D9f62421FD9EF79BC9A,chainxbridge
arbitrum,0x569e7e2f95ACb3578e5bb864A0b70a3907e44e45,0x0000000000000000000000000000000000000000,ETH,150528566541612000 ,18,bevm,0x569e7e2f95ACb3578e5bb864A0b70a3907e44e45,chainxbridge
arbitrum,0x1ebCA68B1dF855667b5A764A154AAA48496d1B23,0x0000000000000000000000000000000000000000,ETH,100528826931413000 ,18,bevm,0x1ebCA68B1dF855667b5A764A154AAA48496d1B23,chainxbridge
arbitrum,0x4cF165D96B0bcB89Da4Ca5820E9592Fb29512978,0x0000000000000000000000000000000000000000,ETH,15528566541612900 ,18,bevm,0x4cF165D96B0bcB89Da4Ca5820E9592Fb29512978,chainxbridge
optimism,0x4ce3F4B7836D108D0b8d8e9e4C1a820C1c8c3458,0x0000000000000000000000000000000000000000,ETH,241838782987343000 ,18,bevm,0x4ce3F4B7836D108D0b8d8e9e4C1a820C1c8c3458,chainxbridge
arbitrum,0xF4C48D6ea340B00f37230893FB51C9FA26D7993a,0x0000000000000000000000000000000000000000,ETH,15328179800725800 ,18,bevm,0xF4C48D6ea340B00f37230893FB51C9FA26D7993a,chainxbridge
arbitrum,0x0BE7E02D44CF7f0015eb615A7ce05b02fFc8717C,0x0000000000000000000000000000000000000000,ETH,47327586652814700 ,18,bevm,0x0BE7E02D44CF7f0015eb615A7ce05b02fFc8717C,chainxbridge
arbitrum,0x9e9144bA4F24ba6a788343476b54f54a97068CCf,0x0000000000000000000000000000000000000000,ETH,14027586652814700 ,18,bevm,0x9e9144bA4F24ba6a788343476b54f54a97068CCf,chainxbridge
arbitrum,0xc50A5dB50468169424Bc887fa351608994d2C2A4,0x0000000000000000000000000000000000000000,ETH,10527699536166200 ,18,bevm,0xc50A5dB50468169424Bc887fa351608994d2C2A4,chainxbridge
arbitrum,0xe58f928Cd9Fcf08631304AE5A17757b6b1A309ef,0x0000000000000000000000000000000000000000,ETH,30528692076530300 ,18,bevm,0xe58f928Cd9Fcf08631304AE5A17757b6b1A309ef,chainxbridge
arbitrum,0x015816212b45587F630A5a3254987225a39dDA86,0x0000000000000000000000000000000000000000,ETH,7527222051124110 ,18,bevm,0x015816212b45587F630A5a3254987225a39dDA86,chainxbridge
arbitrum,0xb26d8C33E7eBFd2feDEF4dddce2b0DCF56733f81,0x0000000000000000000000000000000000000000,ETH,130527604868701000 ,18,bevm,0xb26d8C33E7eBFd2feDEF4dddce2b0DCF56733f81,chainxbridge
arbitrum,0x921DEB07F0cdEd3f4Bd8E18DC73170767CC6bA99,0x0000000000000000000000000000000000000000,ETH,45527604868701000 ,18,bevm,0x921DEB07F0cdEd3f4Bd8E18DC73170767CC6bA99,chainxbridge
arbitrum,0x4A699C2f73f96c1B23082A1e1426e9f5A1B5b8d0,0x0000000000000000000000000000000000000000,ETH,10526874318413000 ,18,bevm,0x4A699C2f73f96c1B23082A1e1426e9f5A1B5b8d0,chainxbridge
arbitrum,0x071C742D1918b76De5B2c15507742ef4042C20cB,0x0000000000000000000000000000000000000000,ETH,20526874318413000 ,18,bevm,0x071C742D1918b76De5B2c15507742ef4042C20cB,chainxbridge
arbitrum,0x3F28D030cBe5Ad511FfD5A65e3a119f676a70734,0x0000000000000000000000000000000000000000,ETH,100526874318413000 ,18,bevm,0x3F28D030cBe5Ad511FfD5A65e3a119f676a70734,chainxbridge
arbitrum,0xf2f57fe42a33A656Cf57B40910cc7b8E1573Cb2E,0x0000000000000000000000000000000000000000,ETH,18525195303515700 ,18,bevm,0xf2f57fe42a33A656Cf57B40910cc7b8E1573Cb2E,chainxbridge
arbitrum,0xe15e568806beD33113a94B8881D94deD3330056E,0x0000000000000000000000000000000000000000,ETH,500874684908876000 ,18,bevm,0xe15e568806beD33113a94B8881D94deD3330056E,chainxbridge
arbitrum,0x84118473570919B360AfDBFa37Dc2499Ac131000,0x0000000000000000000000000000000000000000,ETH,60527604868701000 ,18,bevm,0x84118473570919B360AfDBFa37Dc2499Ac131000,chainxbridge
arbitrum,0xEC636F648643AcDF7F7032e64B41f83bFEe8dAba,0x0000000000000000000000000000000000000000,ETH,230603214603748000 ,18,bevm,0xEC636F648643AcDF7F7032e64B41f83bFEe8dAba,chainxbridge
arbitrum,0xB88eAaeadd97fAf2969eBAc9b106E9350E8Bcd37,0x0000000000000000000000000000000000000000,ETH,12525542340800000 ,18,bevm,0xB88eAaeadd97fAf2969eBAc9b106E9350E8Bcd37,chainxbridge
arbitrum,0x9c5F3d09Bb5A93153d146614105e097b521C9EaB,0x0000000000000000000000000000000000000000,ETH,230603214603748000 ,18,bevm,0x9c5F3d09Bb5A93153d146614105e097b521C9EaB,chainxbridge
arbitrum,0x271dd2b7B41A310a2634EcE4A99D9941655A2E22,0x0000000000000000000000000000000000000000,ETH,230603214603748000 ,18,bevm,0x271dd2b7B41A310a2634EcE4A99D9941655A2E22,chainxbridge
arbitrum,0x1B3F525915Ed5A52651451e3414d4E198d327E31,0x0000000000000000000000000000000000000000,ETH,1795252092828330 ,18,bevm,0x1B3F525915Ed5A52651451e3414d4E198d327E31,chainxbridge
arbitrum,0x76A6bF8a730b7bC51a5e90Dd407D829bD9d86Dfc,0x0000000000000000000000000000000000000000,ETH,230603136856069000 ,18,bevm,0x76A6bF8a730b7bC51a5e90Dd407D829bD9d86Dfc,chainxbridge
arbitrum,0x6dDd0C65a4455fdb049a251F97777315D80EEA51,0x0000000000000000000000000000000000000000,ETH,230603111008222000 ,18,bevm,0x6dDd0C65a4455fdb049a251F97777315D80EEA51,chainxbridge
arbitrum,0x1F9463a7096316fDbB028b512641F41b4D04fEcB,0x0000000000000000000000000000000000000000,ETH,230603252641900000 ,18,bevm,0x1F9463a7096316fDbB028b512641F41b4D04fEcB,chainxbridge
arbitrum,0xEFdB560ac7db80D2F882917067682Bd452f47a5b,0x0000000000000000000000000000000000000000,ETH,230603252641900000 ,18,bevm,0xEFdB560ac7db80D2F882917067682Bd452f47a5b,chainxbridge
arbitrum,0xE62E6309efc8FCd08FcCeDbC9a84200566bef04E,0x0000000000000000000000000000000000000000,ETH,230603252641900000 ,18,bevm,0xE62E6309efc8FCd08FcCeDbC9a84200566bef04E,chainxbridge
arbitrum,0xB8AC81a3b25cB8F89D34320f5dBE48bB47cA1812,0x0000000000000000000000000000000000000000,ETH,228601130368014000 ,18,bevm,0xB8AC81a3b25cB8F89D34320f5dBE48bB47cA1812,chainxbridge
arbitrum,0x405c67844F5EAe373B11B41E1A05b4C540dF8bbf,0x0000000000000000000000000000000000000000,ETH,230603130412987000 ,18,bevm,0x405c67844F5EAe373B11B41E1A05b4C540dF8bbf,chainxbridge
arbitrum,0x5baCe86387e07d6697AD050AF7Ca69EBe539001a,0x0000000000000000000000000000000000000000,ETH,228601130368014000 ,18,bevm,0x5baCe86387e07d6697AD050AF7Ca69EBe539001a,chainxbridge
arbitrum,0xBB20045f26284A3b4Bca461ca1FeAC8d303d35EF,0x0000000000000000000000000000000000000000,ETH,90525421257747800 ,18,bevm,0xBB20045f26284A3b4Bca461ca1FeAC8d303d35EF,chainxbridge
arbitrum,0x43f50e4323aE206b006B8E6Ae60D34C2D78D5068,0x0000000000000000000000000000000000000000,ETH,230603333300619000 ,18,bevm,0x43f50e4323aE206b006B8E6Ae60D34C2D78D5068,chainxbridge
optimism,0x473673dbB648D24c415E18bCc044dCDB9398B810,0x0000000000000000000000000000000000000000,ETH,42826269823677500 ,18,bevm,0x473673dbB648D24c415E18bCc044dCDB9398B810,chainxbridge
optimism,0x4c026D3eD86c1B06f9a172c3D70532E05095d4A2,0x0000000000000000000000000000000000000000,ETH,40526733083934800 ,18,bevm,0x4c026D3eD86c1B06f9a172c3D70532E05095d4A2,chainxbridge
arbitrum,0xc8dc9d80eE9Fc3F5695cfD8bcafe0b5e57D48324,0x0000000000000000000000000000000000000000,ETH,230603223462787000 ,18,bevm,0xc8dc9d80eE9Fc3F5695cfD8bcafe0b5e57D48324,chainxbridge
arbitrum,0x721cadC60321c2561294Da20e52C956EC388ad69,0x0000000000000000000000000000000000000000,ETH,7503146075768310 ,18,bevm,0x721cadC60321c2561294Da20e52C956EC388ad69,chainxbridge
arbitrum,0xdb4a8400b3759d74De4C27369FDFEAe2429a270e,0x0000000000000000000000000000000000000000,ETH,8091911187118530 ,18,bevm,0xdb4a8400b3759d74De4C27369FDFEAe2429a270e,chainxbridge
arbitrum,0xE63321674237c05cB6191C93C86e6487165E5e74,0x0000000000000000000000000000000000000000,ETH,6778052780761450 ,18,bevm,0xE63321674237c05cB6191C93C86e6487165E5e74,chainxbridge
arbitrum,0x2b3f8d08ba5AFe1F939A274c5faEe5CB3B177a40,0x0000000000000000000000000000000000000000,ETH,9455352780761450 ,18,bevm,0x2b3f8d08ba5AFe1F939A274c5faEe5CB3B177a40,chainxbridge
arbitrum,0x0ac3335D4eF86bbe8C05c063F0b52b2F18c68800,0x0000000000000000000000000000000000000000,ETH,6979135166423890 ,18,bevm,0x0ac3335D4eF86bbe8C05c063F0b52b2F18c68800,chainxbridge
arbitrum,0x34fb8936A3455103B05F247ca7795FB5eE73790E,0x0000000000000000000000000000000000000000,ETH,91528205601569500 ,18,bevm,0x34fb8936A3455103B05F247ca7795FB5eE73790E,chainxbridge
arbitrum,0x836dAF1331620eB41aD2d9c18805E4061c290386,0x0000000000000000000000000000000000000000,ETH,110528057279563000 ,18,bevm,0x836dAF1331620eB41aD2d9c18805E4061c290386,chainxbridge
arbitrum,0xb7BF6b59EF338c840CD6D3a438450572F722aF12,0x0000000000000000000000000000000000000000,ETH,16528295647137700 ,18,bevm,0xb7BF6b59EF338c840CD6D3a438450572F722aF12,chainxbridge
arbitrum,0x57BCBb4765e92398f33e045CA2ee9083a98da0B2,0x0000000000000000000000000000000000000000,ETH,89528616395574000 ,18,bevm,0x57BCBb4765e92398f33e045CA2ee9083a98da0B2,chainxbridge
arbitrum,0x94CBF40B78E03fcb57d10A0f84648E515C1f823A,0x0000000000000000000000000000000000000000,ETH,40528295647137700 ,18,bevm,0x94CBF40B78E03fcb57d10A0f84648E515C1f823A,chainxbridge
arbitrum,0x1c6B680dfcE604F7cbFf156E035dc817F0BCd3bD,0x0000000000000000000000000000000000000000,ETH,7528295647137790 ,18,bevm,0x1c6B680dfcE604F7cbFf156E035dc817F0BCd3bD,chainxbridge
arbitrum,0x3A4D40b76D4E2A04580361E8A7D6eD3715CD9713,0x0000000000000000000000000000000000000000,ETH,225598147267691000 ,18,bevm,0x3A4D40b76D4E2A04580361E8A7D6eD3715CD9713,chainxbridge
arbitrum,0x3A8fCB2fc4e4ED5Fa18342DCf9B9A70508ee4A58,0x0000000000000000000000000000000000000000,ETH,250623128373871000 ,18,bevm,0x3A8fCB2fc4e4ED5Fa18342DCf9B9A70508ee4A58,chainxbridge
arbitrum,0xd6CEF4a2175825dfb8A0acAfE04EbA21099CC51c,0x0000000000000000000000000000000000000000,ETH,2725422605510980 ,18,bevm,0xd6CEF4a2175825dfb8A0acAfE04EbA21099CC51c,chainxbridge
arbitrum,0xF8837A6178005dAf010F41Af0D6380a76C6e5359,0x0000000000000000000000000000000000000000,ETH,10525422605510900 ,18,bevm,0xF8837A6178005dAf010F41Af0D6380a76C6e5359,chainxbridge
arbitrum,0xBeE3aDB9CEF43FC71DA0387C0b3870e51dD269C5,0x0000000000000000000000000000000000000000,ETH,230603185890929000 ,18,bevm,0xBeE3aDB9CEF43FC71DA0387C0b3870e51dD269C5,chainxbridge
arbitrum,0x8a13ADBC6A7C5cD0E08bA268CF45269Ce1bAd1f7,0x0000000000000000000000000000000000000000,ETH,257730185999619000 ,18,bevm,0x8a13ADBC6A7C5cD0E08bA268CF45269Ce1bAd1f7,chainxbridge
arbitrum,0xCeBB08ec1A13f922048F98623f6fDfBA4Aa37b64,0x0000000000000000000000000000000000000000,ETH,230603207913023000 ,18,bevm,0xCeBB08ec1A13f922048F98623f6fDfBA4Aa37b64,chainxbridge
arbitrum,0x13cCed4d69eB2eE75183fB11a5065dc616dEabc9,0x0000000000000000000000000000000000000000,ETH,230603759269200000 ,18,bevm,0x13cCed4d69eB2eE75183fB11a5065dc616dEabc9,chainxbridge
arbitrum,0xC3A7F3d7689227B6A54079836860559249e71123,0x0000000000000000000000000000000000000000,ETH,230603726711884000 ,18,bevm,0xC3A7F3d7689227B6A54079836860559249e71123,chainxbridge
arbitrum,0x0c9Eee20c7748d4bf72F4168311B6EE21e5c8e4C,0x0000000000000000000000000000000000000000,ETH,230603716612400000 ,18,bevm,0x0c9Eee20c7748d4bf72F4168311B6EE21e5c8e4C,chainxbridge
arbitrum,0x00d8C12f0Ccaa661C31628A683007185e90d2aED,0x0000000000000000000000000000000000000000,ETH,230603973160878000 ,18,bevm,0x00d8C12f0Ccaa661C31628A683007185e90d2aED,chainxbridge
arbitrum,0x933A37Ffd7c5B73C4D8D0dafafB894fd7F702e2b,0x0000000000000000000000000000000000000000,ETH,230603973160878000 ,18,bevm,0x933A37Ffd7c5B73C4D8D0dafafB894fd7F702e2b,chainxbridge
arbitrum,0x0d9841d90602fd9b209E4C9D49e80a1329dD8af4,0x0000000000000000000000000000000000000000,ETH,230603704493538000 ,18,bevm,0x0d9841d90602fd9b209E4C9D49e80a1329dD8af4,chainxbridge
arbitrum,0x46Fca7E81C9E6c311bA9834aC55Fc106Ed3057a5,0x0000000000000000000000000000000000000000,ETH,228601704485735000 ,18,bevm,0x46Fca7E81C9E6c311bA9834aC55Fc106Ed3057a5,chainxbridge
